Text,Fuzzy Logic Classification,Accuracy,Precision,Recall,F1-Score
0.054 0.79 0.157 0.8515 reviewcont definit isnt good origin cord work fast charg pretti sturdyworth itso faulti cabl lazi lot money instead call appl bought like 300 buck didnt expect much surpris cabl actual work fast charg go itfelt quit sturdi connector look premium easi insert use cabl switch data iphon 7 m30 cabl work like charm use smart switch app data includ whatsapp data transfer success satisfi performancejust goodqual goodwork smoothli use portron pd chargerthi real fast charg cabl serv purposeveri good,Positive,0.8225644529049971,0.6061548299208399,0.8302912956001132,0.5079057283385506
0.024 0.676 0.299 0.9712 reviewcont loos charg cabl appl costli affair wire great purchas made correct itwork well six month that stop work plan buy one price come 150veri good product compat ipad 2nd gener charg well qualiti product good also work fine total worth priceproduct superim use last 6 month till good function notic phone get disconnect multipl occas might cabl may damagedoveral work well 6 monthtak 56 hour charg fullgood item valueit best product use till,Positive,0.7341431665172198,0.6599760415128335,0.7138786166916647,0.7651402433151505
0.0 0.636 0.364 0.9538 reviewcont like best charg power use cabl note 8 pro mi use 8month also fast working350 might littl expens physic good feel premium power limit suitabl fast charginghttpsmmediaamazoncomimageswwebp402378t1imagesi61wnviuaiwlsy88jpgbest data cabl charg fastveri good qualiti good durabilityoveral good need improv,Positive,0.8032487576571746,0.6982931127811549,0.8825419520673772,0.7309876185418152
0.1 0.542 0.358 0.9792 reviewcont pro xiomi 5a best budgetnic pictur qualityveri nice audio output full featurecon sometim tv lagssometim stucksin prize rang tv con like thisoveral nice tvthe product price rang good run android 12 lag hope updat lag problem resolveduseless product useless qualiti display issu within 7 month servic center upto mark go better brand qualiti assur would wish option neg starsus connect tv pictur good hop best level song globali good producthttpsmmediaamazoncomimagesi61spxdbojzlsy88jpggreat evergood qualitygood,Positive,0.8134790844960783,0.5931148072348801,0.529219175377583,0.7346991466563142
0.043 0.756 0.201 0.9612 reviewcont order cabl connect phone android auto car cabl realli strong connect port realli well made alreadi micro usb cabl ambran still good shape connect phone car use cabl got connect well issu also connect charg port ye fast charg supportit qualiti good price main thing didnt ever thought cabl long good one charg power good also support fast chargingvalu money extra lengthgood work fineproduct qualiti goodgoodveri goodbought daughter old phonebrand new cabl charg alreadi repack request replacementi check green colour pastefungu insid micro usb connector clean alcohol start work againcheck amper charg speed got around 1400ma1500ma bad came braid 15m long cabl pretti impress pricec blame manufacturerbut qualiti issu distributor might store humid place,Positive,0.7824506470716133,0.8949812627180069,0.5915690787826162,0.7492413803008087
0.045 0.896 0.059 0.3274 reviewcont check offera buying18w charg cableawesom cablecharg data transfer durabl simpli awesom singl disconnect issu alway face origin mi cabl box bought 1 time last cabl damag phone fell usb cabl port phone heavi never face issu bought one time didnt went replac wast time energi also boat earphon also awesomegoodcharg slow forget fast charg use allcabl fit properli samsung galaxi m31 type c port littl hit happen cabl plug otherwis length cabl qualiti niceboat type c cabl doesnt support fast charg oppo f15 earlier use vooc cabl work excel,Negative,0.7353253646571327,0.847273133885635,0.8044677994783875,0.589804316806131
0.096 0.595 0.308 0.9022 reviewcont lg alway good correct deliveri good servic sound qualiti poor speaker fit tv clear sound problemgood videogood vicepictur qualiti awesomegood priceokay product os lag year use best get price tag come withi like itbest one come bugdet easi instal handi featuresgood,Positive,0.7820567585998396,0.7750714605593922,0.5262580591091122,0.8677287809071701
0.0 0.545 0.455 0.9885 reviewcont trust product work well car playveri good qualiti charg fine good originalbuild qualiti awesom best lighten cabl ever seen better offici lighten ur look cabl close eye go buy amazon basic one use past 3 year bit cheaper side recommend cabl better build qualiti valu moneygr8 product overalljust love good charg speedgood qualityit well pack seal coveredth wire look good qualityrecommend,Positive,0.7535575679344938,0.8161011258706032,0.7097813289863064,0.8460922896364875
0.034 0.77 0.196 0.9186 reviewcont connector provid boon old samsung lcd monitor proactiv use monitor 2nd screen finish product improv would better purchas optionsav purpos well without issu satisfiedwork finego itit work properli good product poor qualityi buy product mani review product much clear get job done buy get display much clear still price good compar productsgoodit work realli well 34 month start show cheap chines side display keep disconnect randomli come back headach readwork extern monitor sinc keep disconnect extern monitor reconnect,Positive,0.7312634470764571,0.6126256576314786,0.7104724602805361,0.6549827686285744
0.189 0.641 0.17 -0.34 reviewcont overal goodtv pictur ok smart bettersound low anoth brandservic provid refus instal tv bad servic samsung call 3 time servic provid meet home addresswhi bad badthey product come support stand wall hang hook instal tvpictur qualiti poor cablesfloor stand come buy seper request amazon cleari mention add pay seper charg instal guy buy floor mount good,Negative,0.7050020471151447,0.7194257141799657,0.6865843139876863,0.6450033394046436
0.069 0.635 0.296 0.9431 reviewcont work iphon 7 didnt work iphon xrhttpsmmediaamazoncomimagesi71qffalv9zlsy88jpglookwis didnt like still use workproduct quit good fast charginglov iti like look last longth sturdi depend manner use speed charg great good product averag incom groupit great charg devic variou type port work best charg one devic timegood item,Positive,0.7415777761809216,0.8225662648698193,0.6551245905373597,0.7603335451454565
0.039 0.781 0.18 0.9968 reviewcont tv wonderfulprob best tv price rang inr13000good googl interfac load featur lightweight 55 watt power consumpt stabl designaverag sound pictur qualiti quit good compar premium brand obvious goodfeatur stream app avail compat connect wifi lan cabl hdmi set top box laptop usb game consol old dish cabl direct tv antenna well built chromecast cast compat app directli phone tv wifi networkway connect phone 1 via cast featur mobil app password need need wifi network2 via chromecast app project select media pic video entir phone screenway connect pclaptop 1 window cast option project entir laptop screen tv use window cast option need connect wifi network2 via hdmi cableabout amazon instal servic awful1 technician brought cheap hang hook mrp inr116 ask inr499 without receipt kept tell sale compani sent special howev clearli mrp mention it2 went market bought much better cabinet inr200 instal well technician realli adam drill two requir hole top drill one top one bottom kept spare screw bought half hour argument final drill requir hole kept cuss wast time assist person repres servic agenc wellthi whole process took two hour complet lot argument worst instal experi life farbottomlin pleas avail call free instal servic amazon scam instead call acer support job much betteraft use 2 month pro conspro 1 great pictur qualiti awesome2 black good adjustable3 sound 30db good4 look great thin besel5 remot come favorit ott buttons6 content upscal goodcons1 remot could better cant use dth remot turn televisison set top box2 remot oper bit complex3 motion technolog great notic blur watch move ballson ott decreas switch dthoveral nice buy price point think get fairli better pictur qualiti sound satisfi productproduct good pictur qualiti good product price 25w sound applic run smoothli 3 month older issu yet run smoothlyy get decent featur price pay screen resolut might set back may find pixal overal goodi amaz pictur qualiti 720p hd readi tv truli amaz panel found suitabl view distanc 6 10 feet nearer may look crisp farther feel like small size speaker also good price get loud without distort howev sinc speaker downward fire experi vari base whether tv wall mount kept standth remot good voic search work well tv start take long time opinion compar 32 inch tv henc know stand among peers5 ghz wifi work well even across wall neg aspect face wrt experi use bluetooth headphonesearphon firstli connect sometim doesnt happen automat restart mean remov rediscov devic thru menu simpl secondli signal seem weak even distanc 8 feet front tv signal break even move head 23 incheshowev still super happi tv got 8k launch offer total worth recommend sideat price range11499it good qualiti product marketac work sound qualiti improv otherwis okpictur qualiti realli impressivewifi connect goodeasi installboderless screen design premium also googl voic support goodsometim laggingno major issu found tvjust go itvellu money good productveri nice productsav money,Positive,0.8373665748666173,0.6731734141054144,0.8264177540734623,0.6262448220123907
0.036 0.777 0.188 0.9603 reviewcont signal unstabl connect need bit adjust unplug move wire get proper signal job go want experi hdmi wasnt sure would work otherwis go good qualiti bread cablegood productth cabl come box box ship without packag brand mention pay hi qualiti product expect certain qualiti still idea hi speed 4k cabl notgoodbought connect cp monitor cctv mi android tv ok qualiti pricei give 5 5 reason below1 amazon deliveri super fast day deliveri within 45 hours2 deliveri person good3 robust built qualiti look feel premium4 work excel im use lapptop big screen tv connect could see undistort pictur sound nice worka word cons1 feel littl hard adjust bend per requir less flexibl may seriou concernoveral nice experi fargood joblik,Positive,0.8366564298842223,0.8080468901426623,0.6079051551172666,0.8775099741609969
0.077 0.733 0.19 0.9922 reviewcont oneplu tv great want afford middl rang featur tv got offer total worth itpros1 sound awesom 100 satisfi qualiti sound dolbi audio 20w speaker realli great sure afford tv2 size slim slim look stylish light weight handi install3 easi instal mount wall4 tye softwar instal set easi anyon home5 get integr mobil app remot wifi network quickli easily6 overal sign process app instal quick automatic7 support smart featur like netflix prime youtub easili instal signin start use quickly8 also easi scan setup box channel start view themcons1 pictur qualiti 776p averag clear worth price rang ill complaint cost tv afford qualiti justified2 bluetooth wifi connect disconnect sometim caus issu encount disconnect issu reset complet devic complet sign againrest good love product feel worth order look someth medium rang need old parent dont extens smart use 100 go thisif want use lot smart featur ott platform watch movi sport go better version full hd 4k qualiti tv give good experi sport due less pictur qualiti good daili famili show tv channelson last thing want express im ver disappoint thisi got order deliv friday schedul instal saturday nobodi turn day reschedul tuesday morn even today nobodi turn got call amazon reschedul tuesday even still nobodi turn upthi bad irrespons servic oneplu amazon im disappoint servic highli critic behavior compani alway take care custom satisfact fail thiswhat guy expect us wait 5 6 day get tv instal even deliv wait guy come mani day even im smart tv deliv home wait enjoy guy done job properlyat least keep decenc respect custom pay big amount order big item compani take care money spent worth face issu highli disappoint behavior servicegood productconnect fasterbut perform littl bit slowerth biggest problem face dont aux cabl im abl connect sound barth hdmi port useless wont work soi connect via bluetooth problem wont connect automat everytim tv need connect manual basic featur provid tv anoth drawback fast begin 4 month super laggi even updat sameyeaa price rang pictur qualiti outstandingthat allgood qualiti pictur volum littl bit low product nice budget friendli im happi day tv perform slowli remot sentencethank amazon oneplus1 sound good2 easi installation3 slim less weight4 voic recognit goodlikebudgetfriendlydislikewifi connect rang poormani time get disconnectedcolor depth good,Positive,0.7708405482776601,0.7035379705926372,0.5387230855386517,0.8240690936001469
0.029 0.765 0.206 0.9413 reviewcont product seem work good fast charg cabl three port connect slower im charg good singl cabl three port ok product yiu look fast charg would say think twice buyi use foe sure fast charg cabl tge lightn charger work properli everi check charg iphon unplug repli charg get disconnect dont understand cabl oki use type c commonli depend devic power wat also etcnic chargercharg bit slow u connect multipl devicescannot transfer dataonli charg purposeso nice colour cheap bestth cabl look decent charg fit support appl car play,Positive,0.7260045646208616,0.8567368384832149,0.5337036295620304,0.541879343750097
0.041 0.686 0.273 0.9316 reviewcont fast chargingc seem good qualiti use much keep backup carit good sturdi durableit support fast chargingonli thing littl expensivenic producti write review 10 day usag product found durabl sturdi also good travel keep bag without kind box would recommend allbest wire type c light connector go buy worth moneyvalu moneyi happi product qualiti good durabl,Positive,0.7060762340119191,0.5201469364312798,0.5193970155875042,0.7372682313846166
0.0 0.777 0.223 0.9729 reviewcont one amaz cabl 300 bucksok charg look sturdi durablefast charg upto 25watt 2m length realli durablebought like 4th time pass older cabl famili member still work statei bought 2019 almost last three year post heavi usag gonna buy good qualitygood qualiti usb c charg cabl enabl fast charg samsung m21 well m33 5g 24 w seek phone 2 metr cabl length help keep phone desk charg adaptor plug electr outlet best valu similar 2 cabl cost 3x 4x retail market best pricegreat product want portabl batteri usb slot ipad kindl reader usbc port fit requir perfectli charg fastgoodveri good overal,Positive,0.746870688439892,0.8364444607449173,0.7537345699628755,0.5696127256853565
0.03 0.84 0.13 0.8998 reviewcont suffici lengthexcel build qualiti good altern gener cablesstrong cabl cabl end nearli like rubber gold coat cabl also high thicknesswhi bought dvr rack dvr far reach limit henc need mous connect usb port dvr rack reachani alternativeswireless mous didnt work well particular dvr lot lag henc resort usb port extend ampl lengthresult sturdi cabl abl connect dvr connect stabl amazon basic reliablethi cabl good devic need extens usb 20 like printer tv game consol keyboard etcth build qualiti good cabl materi soft break connector gold plate rustbut rememb cabl give usb 30 speed even connect usb 30 portfor usb 20 usb 30 use behav usb 20type adirect femal malefunct extens length usbbuilt averag clothfibr braiderlength mentionedwork connect ye includ pcprinterconsol pen drive etc product per descriptiongood expect,Positive,0.7843802858260527,0.6214478232747366,0.5190550784842108,0.7755039367858078
0.032 0.851 0.116 0.918 reviewcont cabl build qualiti good normal charg great cabl doesnt support quick chargingwork charg applic hit missexampl extern keyboard doesnt work itbest qualiti length wire qute good durabl also good cabl awesom charg issu till braid cabl chanc damag less overal like product use cabl past 40 day charg lg g7thinq samsung s21fe far supergoodseem durabl problem design pin long enough base pin thick couldnt insert phone charg port without remov caseov qualiti bht achhi hai bs jo braid materi use hua hai wo nylon nhi hai cotton type ka hai lekin 99 15m cabl k hisaab se bht achhi hai majboot hai charg bhi thik hai main chapti wali buy ki thi jo photo dikh rhi hai lekin delev ye gol wali hui jo ki jada better look deti hai agar 150 mile mt lena utn layak nhi hai,Positive,0.7401532537680428,0.5450293321341143,0.7467328840374159,0.5820084994597645
0.044 0.745 0.211 0.872 reviewcont charg fast id expect mayb someth wrong unit howev cabl overal actual pretti decent materi great doesnt bend shape easili look feel premium length definit plusgooda sturdi cabl mobil chargingit 1 month use charg cabl work well s20 fe 5g thumb upbraid cabl sturdi built well long cabl add extra reach tangl freea good buy extra length help lotgood productok,Positive,0.7827486759780035,0.5589525914860789,0.8551772780788127,0.8809002073226213
0.0 0.62 0.38 0.9723 reviewcont buy itreceiv good condit work properlythi price cabil good also shorti use 2 month charg phone good way realli valu money recommend cablehttpsmmediaamazoncomimageswwebp402378t1imagesi71cei3gbllsy88jpgth cabl perfect 3a charg devic support super fast charg use vehicl charger adapt sturdi durabl daili usebest cabl ever use amazon worth guy take itgood qualitybut price,Positive,0.7576091469854417,0.8404996247617553,0.5541922050301007,0.6655634334598277
0.0 0.817 0.183 0.8074 reviewcont good data cabl recommend purchaseth issu metal pin fix firmli becom looseotherwis issuemust purchasehttpsmmediaamazoncomimagesi615sgnwv1mlsy88jpgcharg cabl sturdi fast charg cabl three outlet jobgood sturdi micro usb cabl good charg speed pleas dont rais pricesnic product simpla microusb cablebest pricegood one,Positive,0.7696975333529028,0.7426264877623849,0.8097583819169705,0.6857814546662223
0.0 0.491 0.509 0.91 reviewcont good productlikeveri good item strong use usb cablevalu moneythank amazon producerhttpsmmediaamazoncomimageswwebp402378t1imagesi51112zre1lsy88jpggoodnic product use productsturdi support 33w charg,Positive,0.741284655673365,0.8694777093744805,0.5781835403076067,0.6657715821238284
0.0 0.641 0.359 0.992 reviewcont good budget mfi certifi lightli cabl price updat usag review 3 5 month better origin one matter robust durabl better prospect charg far better durabl origin appl wire think buy blindli worth buy mfi certifi io devic damag small neg point packag qualiti productth charger great carri accessori travel without risk origin chargerpric also afford charg speed good good adaptor power bankgood product recommend thing see issu materi cabl thread peel stick velcro materi wise good product charg well like originalnicereli worth itth cabl ship box made appl felt less sturdi reliabl use one two time felt would break quickli light port order amazon basic cabl mile better appl mifi certifi,Positive,0.8213611349803536,0.7276224025801469,0.7629289989527541,0.7763216341436849
0.022 0.692 0.287 0.9744 reviewcont job realli well complaint regard charg power price rs 199 worth everi buck although cabl bit shorter origin one origin oneplu cabl around rs900 huge price differ job origin oneus c type charg suitabl adapt usb point serv purposesturdili built job well charg samsung galaxi m51 quicker origin cabl hope stay go aheadlik charg speed dislik length ipad awesom 6 foot long point think otherwis best cablegoodeveryth good includ connect stuffnic productim use carthi product nice worth amounti recommend anyon look kind cabl,Positive,0.7489272998615751,0.8855797442373237,0.8052132709246203,0.5491509279519781
0.122 0.741 0.137 0.6409 reviewcont post week use productusag continu ott cabledish operatoraverag daili usag 68 hoursth tv great valueformoney productinstal instal simpl amazon assist instal smooth time hasslefreepictur pictur qualiti great compar smooth soni lg samsung kind spec movi especi hire tv seri experi somewhat dilut time output hire wouldnt look like movi qualiti use watch like soni samsung lg etc howev time get use realiz differ see movi someon els better tvsound sound output decent wouldnt need addit support enhanc volum suchremot sleek sensit userfriendli exactli like amazon remoteo smart android tv work smoothli without much lag hiccup switch app one anoth take coupl second soni unless use perform look finestandalon first smart tv wouldnt find reason like qualiti would like hire begin great valu money product without doubthowev consid altern second tv own better one past hard time adjust itpictur qualiti good price didnt face lag ui brows app neg audio definit need sound bar u frequent movi watcher overal worth money u spend instal process aw amazon claim train profession visit instal neither train profession read instal manual instal wall mount took 4hour buy wall mount charg money demo given tv idea product thing make think twice thrice buy tv onlinescreen look amaz problem processor believ 4k content get stream devic observ green screen flickersnot often problem exist even remot control good take least 2 sec react user actionreason believ processor bad 4k game use ps5 never encount problem screenif buy tv small town shop deliv instal immedi within coupl hour want buy tv amazon need wait deliv coupl day understand problem instal take much time instal end regret buy product like hungri food front cant eat order tv monday got deliv friday instal monday weekend concept weekend small town technician detail could reach get instal also share 4 hour beforeregard product good qualiti good averag user heavi duti like game continu usag store challeng guessthi tv give good result within budget definit buy budget 30k import point like mention sale servic also instal part1 instal guy didnt arriv first day schedul even reschedul didnt came instal purpos strictli awar point2 tv got offer 3k discount icici card although product came defect dead pixel display bad period time3 even fault seller defect piec didnt got replac product total unfair deal amazon seller toofin verdict tv qualiti featur good servic seller amazon got poor inspit prime member seller dawntech electron privat limit give poor servic feel bad case amazon help thankyouteamalso ad tv instal servic product deliv unbox need subvendor get instal demo also depend thirdparti involv lessbad experi tv instal stuffpl look pictur qualiti good sound qualiti upto 3xpectat abl find real dolbi stereo effect remot upto mark4 pictur qualiti 3 sound remot qualitygood qualiti pictur hang home screen,Neutral,0.7448681446612154,0.5105602606669309,0.673349977302548,0.8611374710220618
0.053 0.721 0.226 0.9648 reviewcont type avail half prize make amazonc good well built support sort charg protocol samsung galaxi s8 ultra seem issu fall back slower charg second two ultra fast charg plug work fine devic finequ yhe cabl good cabl work 8 month duracel team respons replac item immedi servic good one problem thick pin must improvedth product upto expect worth price braid realli good may need buy anoth cabl againworth buy cabl durableit tough materi much durabl toosup fast charginglong last due sturdi strong build qualityabsolut valu money productplu 2yr warrantysometim bit difficult fold cabl due sturdi build ok look edgejust go ita real valu moneyveri sturdi price,Positive,0.8146444682759241,0.788674199855482,0.5735911278714144,0.8069378687767397
0.0 0.794 0.206 0.8807 reviewcont use satisfactorywork good also expensiveus audio transit yamaha mgxu20 sound mixer laptop live purpos excel qualitybought one half month work well satisfiedgood qualiti cheap pricegreat price work usb mic fantast well find usb b side bit loos compar origin oem cabl order sever pair least mic loos call unusablework casio ctx700 well,Positive,0.7775076853026485,0.6686206995670845,0.8403108407826034,0.6281140711364537
